Item,Binomial (Alphabetical),Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
675,paper and pen,"Even though most people use computers, I prefer to use paper and pen to take my notes in class.","Even though most people use computers, I prefer to use pen and paper to take my notes in class.",,,,
676,paris and washington,Connor spent his summer in paris and washington even though he wanted to travel to China.,Connor spent his summer in washington and paris even though he wanted to travel to China.,,,,
677,past and present,By comparing the past and present we can learn about universal human tendencies.,By comparing the present and past we can learn about universal human tendencies.,,,,
678,past and present,In both her past and present she experienced many setbacks in her career.,In both her present and past she experienced many setbacks in her career.,,,,
679,past and present,It is important to examine both the past and present when trying to determine what the future holds.,It is important to examine both the present and past when trying to determine what the future holds.,,,,
680,pattern and sequence,They discussed the connection between a pattern and sequence in their math class today.,They discussed the connection between a sequence and pattern in their math class today.,,,,
681,peace and quiet,The students reserved a spot in the library for some peace and quiet to study for their upcoming exams.,The students reserved a spot in the library for some quiet and peace to study for their upcoming exams.,,,,
682,peace and war,The anthropologist studied the way different cultures conceived of peace and war during the Middle Ages.,The anthropologist studied the way different cultures conceived of war and peace during the Middle Ages.,,,,
683,peace and war,The group of friends liked to discuss peace and war in their philosophy club.,The group of friends liked to discuss war and peace in their philosophy club.,,,,
684,peace and war,The seemingly endless cycle of peace and war made it difficult for the lower class to establish stable lives.,The seemingly endless cycle of war and peace made it difficult for the lower class to establish stable lives.,,,,
685,pepper and salt,The food is in need of pepper and salt because it's rather bland.,The food is in need of salt and pepper because it's rather bland.,,,,
686,personnel and ships,The company needed personnel and ships to carry out all the work they had to do.,The company needed ships and personnel to carry out all the work they had to do.,,,,
687,piano and violin,Alex loved to play the piano and violin so they took lessons for both instruments.,Alex loved to play the violin and piano so they took lessons for both instruments.,,,,
688,pies and puddings,The baseball team had a bake sale with pies and puddings to raise money for new uniforms.,The baseball team had a bake sale with puddings and pies to raise money for new uniforms.,,,,
689,pilot and plane,There was a need for a pilot and plane for the flight to Hawaii.,There was a need for a plane and pilot for the flight to Hawaii.,,,,
690,pitch and volume,Musicians pride themselves on being able to adjust pitch and volume in order to produce art.,Musicians pride themselves on being able to adjust volume and pitch in order to produce art.,,,,
691,place and time,Finding a place and time for the meeting was very difficult due to the boss's busy schedule.,Finding a time and place for the meeting was very difficult due to the boss's busy schedule.,,,,
692,plans and projects,She had many plans and projects in the works for her small business.,She had many projects and plans in the works for her small business.,,,,
693,poetry and prose,The professor taught both poetry and prose in his Renaissance literature class.,The professor taught both prose and poetry in his Renaissance literature class.,,,,
694,politics and religion,The strangers wanted to avoid discussing politics and religion to avoid starting an argument.,The strangers wanted to avoid discussing religion and politics to avoid starting an argument.,,,,
695,power and resources,The business had the power and resources to create a multi-million dollar company.,The business had the resources and power to create a multi-million dollar company.,,,,
696,power and trade,The country's lack of power and trade caused many financial problems.,The country's lack of trade and power caused many financial problems.,,,,
697,power and variety,Brian said that the power and variety of the cars at the dealership left him unimpressed.,Brian said that the variety and power of the cars at the dealership left him unimpressed.,,,,
698,powers and processes,They lacked the necessary powers and processes to finish the job.,They lacked the necessary processes and powers to finish the job.,,,,
699,pressure and temperature,He learned about the relationship between pressure and temperature in his science class.,He learned about the relationship between temperature and pressure in his science class.,,,,
700,prose and verse,They discussed differences between prose and verse in her writing class.,They discussed differences between verse and prose in her writing class.,,,,
701,puppies and tigers,"In my dream, I had puppies and tigers that I kept as pets.","In my dream, I had tigers and puppies that I kept as pets.",,,,
702,puppies and tigers,"She wondered if puppies and tigers would get along, but had no way of testing the question.","She wondered if tigers and puppies would get along, but had no way of testing the question.",,,,
703,puppies and tigers,The coloring book had lots of pictures of puppies and tigers in it.,The coloring book had lots of pictures of tigers and puppies in it.,,,,
704,radar and radio,The soldiers used radar and radio to plan their next moves.,The soldiers used radio and radar to plan their next moves.,,,,
705,radio and television,Seth follows both radio and television broadcasts to stay informed about current events.,Seth follows both television and radio broadcasts to stay informed about current events.,,,,
706,radio and television,"Susie didn't like to read, so radio and television were her favorite forms of entertainment.","Susie didn't like to read, so television and radio were her favorite forms of entertainment.",,,,
707,radio and television,The advent of radio and television marked the beginning of the decline of newspapers.,The advent of television and radio marked the beginning of the decline of newspapers.,,,,
708,radio and television,Tania wanted to work in both radio and television and couldn't decide which she liked more.,Tania wanted to work in both television and radio and couldn't decide which she liked more.,,,,
709,rats and sharks,Billy drew almost nothing but rats and sharks day after day in elementary school art class.,Billy drew almost nothing but sharks and rats day after day in elementary school art class.,,,,
710,rats and sharks,Jenny was interested in rats and sharks as a young child.,Jenny was interested in sharks and rats as a young child.,,,,
711,rats and sharks,"Teresa loved rats and sharks, and wanted to be a biologist when she grew up.","Teresa loved sharks and rats, and wanted to be a biologist when she grew up.",,,,
712,read and write,"Although she had been studying it for a while, she was just beginning to learn to read and write in German.","Although she had been studying it for a while, she was just beginning to learn to write and read in German.",,,,
713,read and write,Some children enjoy learning to read and write but others dislike it.,Some children enjoy learning to write and read but others dislike it.,,,,
714,read and write,The ability to read and write is an important factor in determining a person's success.,The ability to write and read is an important factor in determining a person's success.,,,,
715,receivers and senders,Both the receivers and senders of the letters visited the post office often.,Both the senders and receivers of the letters visited the post office often.,,,,
716,research and training,The surgeon had to do a lot of research and training before attempting the risky procedure.,The surgeon had to do a lot of training and research before attempting the risky procedure.,,,,
717,resources and riches,The couple had the resources and riches to start their own company.,The couple had the riches and resources to start their own company.,,,,
718,right and wrong,Historians can attest to the fact that right and wrong have often been determined by the victor in a conflict.,Historians can attest to the fact that wrong and right have often been determined by the victor in a conflict.,,,,
719,right and wrong,"In many cases, what is right and wrong is subjective opinion.","In many cases, what is wrong and right is subjective opinion.",,,,
720,right and wrong,Teaching children what is right and wrong is a difficult task for parents.,Teaching children what is wrong and right is a difficult task for parents.,,,,
721,rights and wrongs,She considered the rights and wrongs of the situation before moving forward.,She considered the wrongs and rights of the situation before moving forward.,,,,
722,river and sky,"On an afternoon walk, Cindy noticed that the river and sky were the same shade of blue.","On an afternoon walk, Cindy noticed that the sky and river were the same shade of blue.",,,,
723,rock and roll,He said he was ready to rock and roll after getting off of work.,He said he was ready to roll and rock after getting off of work.,,,,
724,safe and sound,"After the storm, Haley was glad to hear that her grandparents were safe and sound in their country home.","After the storm, Haley was glad to hear that her grandparents were sound and safe in their country home.",,,,
725,safe and sound,Every night the baby lay safe and sound in her crib.,Every night the baby lay sound and safe in her crib.,,,,
726,safe and sound,My aunt was relieved to find her wedding dress still safe and sound after a burglar robbed her house.,My aunt was relieved to find her wedding dress still sound and safe after a burglar robbed her house.,,,,
727,sailors and soldiers,"The little boy thought sailors and soldiers were cool, so he liked to dress up as them for Halloween.","The little boy thought soldiers and sailors were cool, so he liked to dress up as them for Halloween.",,,,
728,schools and synagogues,There are some places that have schools and synagogues within the same vicinity.,There are some places that have synagogues and schools within the same vicinity.,,,,
729,science and tactics,Cynthia didn't understand the science and tactics behind the experiment she was reading about.,Cynthia didn't understand the tactics and science behind the experiment she was reading about.,,,,
730,searching and yearning,It took a lot of searching and yearning to figure out what she wanted to do.,It took a lot of yearning and searching to figure out what she wanted to do.,,,,
731,secrecy and stealth,The spy used secrecy and stealth to carry out his job assignments.,The spy used stealth and secrecy to carry out his job assignments.,,,,
732,shares and stocks,The broker bought some risky shares and stocks without knowing it and only discovered it later.,The broker bought some risky stocks and shares without knowing it and only discovered it later.,,,,
733,shares and stocks,The couple decided to buy some shares and stocks as an investment for the future.,The couple decided to buy some stocks and shares as an investment for the future.,,,,
734,shares and stocks,Valerie didn't know how to buy shares and stocks so she asked a friend to help her.,Valerie didn't know how to buy stocks and shares so she asked a friend to help her.,,,,
735,ships and weapons,There are too many ships and weapons according to Jack's uncle.,There are too many weapons and ships according to Jack's uncle.,,,,
736,shirt and waistcoat,They needed to buy a new shirt and waistcoat for the upcoming event.,They needed to buy a new waistcoat and shirt for the upcoming event.,,,,
737,shoes and socks,"When it rains, your shoes and socks become more of a nuisance than something to protect your feet.","When it rains, your socks and shoes become more of a nuisance than something to protect your feet.",,,,
738,shooting and yelling,The movie had a lot of shooting and yelling which made Peter upset.,The movie had a lot of yelling and shooting which made Peter upset.,,,,
739,shower and tub,Lilly wanted to install a shower and tub into her new bathroom.,Lilly wanted to install a tub and shower into her new bathroom.,,,,
740,sidewalks and streets,All of the sidewalks and streets were so busy that Mike decided not to leave his house.,All of the streets and sidewalks were so busy that Mike decided not to leave his house.,,,,
741,sights and sounds,"While traveling, Kim wanted to experience the sights and sounds of the city she was visiting.","While traveling, Kim wanted to experience the sounds and sights of the city she was visiting.",,,,
742,silence and space,Ryan wanted silence and space after a long day of work.,Ryan wanted space and silence after a long day of work.,,,,
743,skirt and sweater,Clarissa chose the skirt and sweater she would wear for her first day of school.,Clarissa chose the sweater and skirt she would wear for her first day of school.,,,,
744,snow and water,"Carl loves being around snow and water, so he does not want to go to the desert for vacation.","Carl loves being around water and snow, so he does not want to go to the desert for vacation.",,,,
745,soldiers and subjects,He talked with both the soldiers and subjects about what to do next.,He talked with both the subjects and soldiers about what to do next.,,,,
746,son and wife,Roman lives with his son and wife in an apartment downtown.,Roman lives with his wife and son in an apartment downtown.,,,,
747,sour and sweet,David's favorite food was sour and sweet chicken because he liked the sauce.,David's favorite food was sweet and sour chicken because he liked the sauce.,,,,
748,sour and sweet,I found that the sour and sweet pork was much better at this new restaurant than at my favorite one.,I found that the sweet and sour pork was much better at this new restaurant than at my favorite one.,,,,
749,sour and sweet,Susan disliked the sour and sweet soup at the fancy restaurant.,Susan disliked the sweet and sour soup at the fancy restaurant.,,,,
750,south and west,"The compass was broken, so it would only point to south and west instead of all four directions.","The compass was broken, so it would only point to west and south instead of all four directions.",,,,
751,spring and summer,Maddy said that spring and summer are her favorite seasons.,Maddy said that summer and spring are her favorite seasons.,,,,
752,stress and tension,"In order to get rid of stress and tension after his exam, Zack went for a run.","In order to get rid of tension and stress after his exam, Zack went for a run.",,,,
753,stucco and wood,The builders used stucco and wood to decorate the house's exterior.,The builders used wood and stucco to decorate the house's exterior.,,,,
754,sun and weather,Tina said that the sun and weather made her want to be outside.,Tina said that the weather and sun made her want to be outside.,,,,
755,sunrise and sunset,Andrew loved to be outside at sunrise and sunset during the summer months.,Andrew loved to be outside at sunset and sunrise during the summer months.,,,,
756,sympathy and understanding,Being a therapist requires a lot of sympathy and understanding because you often have to deal with people in rough patches.,Being a therapist requires a lot of understanding and sympathy because you often have to deal with people in rough patches.,,,,
757,teaching and writing,He has discovered that teaching and writing are what he wants to do for a career.,He has discovered that writing and teaching are what he wants to do for a career.,,,,
758,technology and time,Marissa thinks it will take a lot of technology and time for humans to be able to live on Mars.,Marissa thinks it will take a lot of time and technology for humans to be able to live on Mars.,,,,
759,tensions and uncertainties,Chris said all of the tensions and uncertainties made him feel uncomfortable.,Chris said all of the uncertainties and tensions made him feel uncomfortable.,,,,
760,testament and will,Louis discussed his testament and will with his lawyer last week.,Louis discussed his will and testament with his lawyer last week.,,,,
761,therapy and vacations,"Katherine's boss did not want her to take time off for therapy and vacations, even though it would improve her health.","Katherine's boss did not want her to take time off for vacations and therapy, even though it would improve her health.",,,,
762,therapy and vacations,Maria could use therapy and vacations to feel less stressed.,Maria could use vacations and therapy to feel less stressed.,,,,
763,therapy and vacations,The man managed to raise his spirits with therapy and vacations after going through a tough divorce.,The man managed to raise his spirits with vacations and therapy after going through a tough divorce.,,,,
764,Thursday and Tuesday,Don's manager scheduled him for work on Thursday and Tuesday every week for the next month.,Don's manager scheduled him for work on Tuesday and Thursday every week for the next month.,,,,
765,Tories and Whigs,Luke didn't know the difference between the Tories and Whigs so he asked his political science professor about them.,Luke didn't know the difference between the Whigs and Tories so he asked his political science professor about them.,,,,
766,transportation and utilities,Dylan had to spend a lot of money on transportation and utilities on top of all his other bills.,Dylan had to spend a lot of money on utilities and transportation on top of all his other bills.,,,,
767,trees and underbrush,All of the trees and underbrush made the area extremely green.,All of the underbrush and trees made the area extremely green.,,,,
768,turns and twists,The movie had many different turns and twists that left the audience on the edge of their seats.,The movie had many different twists and turns that left the audience on the edge of their seats.,,,,
769,vinegar and water,Nicole needed vinegar and water for the recipe she was trying out.,Nicole needed water and vinegar for the recipe she was trying out.,,,,
770,vocabulary and vowels,I want to improve my vocabulary and vowels so I can do well on standardized tests.,I want to improve my vowels and vocabulary so I can do well on standardized tests.,,,,
771,vocabulary and vowels,Irena had trouble with vocabulary and vowels while she was learning English.,Irena had trouble with vowels and vocabulary while she was learning English.,,,,
772,vocabulary and vowels,The teacher explained the concepts of vocabulary and vowels after the student asked a question.,The teacher explained the concepts of vowels and vocabulary after the student asked a question.,,,,
773,wisdom and wit,Clare believed she gained a lot of wisdom and wit throughout her time in college.,Clare believed she gained a lot of wit and wisdom throughout her time in college.,,,,
